11.Variable; SEW_GVL_Internal.Drive5_AxisDriver.DeviceAdapter16PD.stBasicOUT.lrActualVelocity
11.Address.AddrFlags; 0x00000000
11.Class; 15
11.Size; 8
11.GraphColor; 4278190335
11.GraphType; 1
11.MinWarningColor; 4278190080
11.MaxWarningColor; 4294901760
11.CriticalLowerLimit; 0
11.CriticalUpperLimit; 0
11.ActivateMinWarning; 0
11.ActivateMaxWarning; 0
11.YAxis; 0
11.Data; 
; 18504866; 49.92781
; 18509861; 49.96341
; 18514857; 49.901900000000005
; 18519857; 50.150140000000007
; 18524866; 50.098530000000004
; 18529860; 50.14524
; 18534857; 50.152960000000007
; 18539867; 50.142840000000007
; 18544878; 50.21009
; 18549861; 50.360650000000007
; 18554857; 50.050110000000004
; 18559861; 49.89511
; 18564874; 49.737170000000006
; 18569863; 49.576040000000006
; 18574860; 49.528220000000005
; 18579861; 49.897110000000005
; 18584877; 49.91561
; 18589862; 50.096100000000007
; 18594858; 50.25719
; 18599855; 50.25522
; 18604872; 50.04507
; 18609860; 50.060390000000005
; 18614863; 49.826420000000006
; 18619864; 49.76612
; 18624863; 49.835950000000004
; 18629859; 49.92074
; 18634861; 49.91696
; 18639862; 50.11124
; 18644865; 50.0223
; 18649862; 50.075720000000004
; 18654861; 50.22489
; 18659861; 50.298190000000005
; 18664871; 50.12848
; 18669860; 50.25773
; 18674863; 50.12986
; 18679863; 50.127770000000005
; 18684866; 50.037000000000006
; 18689858; 49.80805
; 18694855; 49.53146
; 18699857; 49.74835
; 18704868; 49.764540000000004
; 18709911; 49.90189
; 18714863; 50.101180000000006
; 18719862; 50.287290000000006
; 18724866; 50.173790000000004
; 18729864; 50.15628
; 18734862; 49.897650000000006
; 18739889; 49.912850000000006
; 18744879; 49.874340000000004
; 18749861; 49.860910000000004
; 18754862; 49.82059
; 18759864; 50.02389
; 18764878; 49.886170000000007
; 18769860; 49.915110000000006
; 18774864; 50.046240000000004
; 18779862; 50.24907
; 18784868; 50.20566
; 18789859; 50.180270000000007
; 18794864; 50.04932
; 18799860; 50.19924
; 18804873; 50.232400000000005
; 18809859; 50.07735
; 18814862; 49.723310000000005
; 18819860; 49.69619
; 18824863; 49.59741
; 18829858; 49.732730000000004
; 18834862; 49.908280000000005
; 18839861; 50.1698
; 18844866; 50.28764
; 18849859; 50.337660000000007
; 18854860; 49.954380000000008
; 18859863; 49.87498
; 18864867; 49.95172
; 18869858; 49.9209
; 18874862; 49.8269
; 18879863; 50.006560000000007
; 18884866; 49.890020000000007
; 18889857; 49.87228
; 18894863; 49.993890000000007
; 18899857; 50.140820000000005
; 18904865; 50.226000000000006
; 18909873; 50.28161
; 18914863; 49.99414
; 18919862; 50.109350000000006
; 18924867; 50.322320000000005
; 18929860; 50.25296
; 18934865; 49.945940000000007
; 18939863; 49.896100000000004
; 18944868; 49.536120000000004
; 18949861; 49.490010000000005
; 18954858; 49.676860000000005
; 18959867; 49.910520000000005
; 18964880; 50.129250000000006
; 18969863; 50.400650000000006
