10.Variable; SEW_GVL_Internal.Drive4_AxisDriver.DeviceAdapter16PD.stBasicOUT.lrActualVelocity
10.Address.AddrFlags; 0x00000000
10.Class; 15
10.Size; 8
10.GraphColor; 4294967040
10.GraphType; 1
10.MinWarningColor; 4278190080
10.MaxWarningColor; 4294901760
10.CriticalLowerLimit; 0
10.CriticalUpperLimit; 0
10.ActivateMinWarning; 0
10.ActivateMaxWarning; 0
10.YAxis; 0
10.Data; 
; 18964880; 50.020520000000005
; 18969863; 49.78538
; 18974859; 49.91709
; 18979859; 49.931340000000006
; 18984867; 50.00907
; 18989863; 49.97191
; 18994858; 49.90229
; 18999861; 49.876520000000006
; 19004872; 50.14027
; 19009862; 49.983140000000006
; 19014863; 49.752030000000005
; 19019863; 49.905620000000006
; 19024862; 50.250310000000006
; 19029859; 50.201470000000008
; 19034862; 50.14925
; 19039862; 50.001380000000005
; 19044863; 49.845580000000005
; 19049860; 49.74855
; 19054862; 49.696720000000006
; 19059863; 49.736570000000007
; 19064867; 50.14876
; 19069860; 50.412150000000004
; 19074856; 50.24184
; 19079862; 50.142430000000004
; 19084865; 50.2231
; 19089859; 50.01601
; 19094861; 49.935390000000005
; 19099866; 49.85683
; 19104872; 49.799090000000007
; 19109859; 50.032450000000004
; 19114860; 50.13141
; 19119864; 49.927730000000004
; 19124869; 49.958310000000004
; 19129861; 50.020070000000004
; 19134857; 49.825230000000005
; 19139863; 49.80984
; 19144874; 50.035070000000005
; 19149860; 50.19236
; 19154864; 50.286210000000004
; 19159863; 50.157390000000007
; 19164897; 49.85029
; 19169860; 49.843700000000005
; 19174863; 49.820470000000007
; 19179863; 49.6465
; 19184867; 49.768760000000007
; 19189873; 50.049730000000004
; 19194860; 50.24985
; 19199860; 50.342850000000006
; 19204871; 50.283890000000007
; 19209861; 50.16501
; 19214863; 50.015310000000007
; 19219862; 49.938230000000004
; 19224867; 49.676640000000006
; 19229860; 49.810900000000004
; 19234864; 50.131370000000004
; 19239861; 50.140020000000007
; 19244868; 49.93654
; 19249863; 49.949960000000004
; 19254862; 49.854870000000005
; 19259862; 49.942000000000007
; 19264873; 49.94698
; 19269860; 49.95291
; 19274861; 50.12051
; 19279862; 50.371680000000005
; 19284866; 50.0778
; 19289858; 49.946740000000005
; 19294862; 49.93912
; 19299863; 49.834390000000006
; 19304866; 49.628290000000007
; 19309859; 49.834450000000004
; 19314861; 49.916180000000004
; 19319863; 50.314040000000006
; 19324864; 50.40232
; 19329860; 50.226910000000004
; 19334863; 50.073060000000005
; 19339861; 50.173190000000005
; 19344866; 49.867180000000005
; 19349858; 49.68762
; 19354860; 49.816210000000005
; 19359865; 50.1285
; 19364871; 50.102660000000007
; 19369865; 50.054890000000007
; 19374865; 49.80926
; 19379859; 49.823580000000007
; 19384870; 49.95371
; 19389860; 49.918380000000006
; 19394862; 49.8507
; 19399869; 50.28578
; 19404865; 50.29755
; 19409859; 50.03238
; 19414858; 49.92101
; 19419865; 49.950160000000004
; 19424867; 49.79529
; 19429860; 49.75462
; 19434864; 49.709860000000006
; 19439861; 49.88125
; 19444865; 50.344260000000006
; 19449860; 50.47395
; 19454861; 50.170210000000004
; 19459860; 50.231370000000005
; 19464869; 50.109770000000005
; 19469858; 49.76523
; 19474864; 49.67922
; 19479861; 49.881850000000007
; 19484866; 50.11601
; 19489859; 50.270990000000005
; 19494863; 50.002230000000004
; 19499861; 49.731440000000006
; 19504866; 49.869290000000007
; 19509862; 50.04442
; 19514863; 49.869360000000007
; 19519864; 49.977650000000004
; 19524868; 50.227840000000008
; 19529858; 50.14473
; 19534862; 50.02595
; 19539868; 50.023830000000004
; 19544867; 49.97917
; 19549860; 49.89999
; 19554859; 49.68795
; 19559861; 49.55736
; 19564874; 49.88356
; 19569862; 50.439940000000007
; 19574864; 50.410700000000006
; 19579881; 50.21041
; 19584869; 50.196310000000004
; 19589859; 49.94241
; 19594859; 49.814420000000005
; 19599857; 49.81125
; 19604912; 49.855470000000004
; 19609861; 50.109980000000007
; 19614862; 50.2235
; 19619862; 49.8412
; 19624867; 49.817150000000005
; 19629861; 49.985040000000005
; 19634864; 49.964250000000007
; 19639861; 49.863670000000006
; 19644866; 50.01863
; 19649860; 50.093560000000004
; 19654862; 50.197880000000005
; 19659863; 50.11202
; 19664867; 49.97905
; 19669858; 49.961670000000005
; 19674861; 49.957260000000005
; 19679860; 49.597770000000004
; 19684868; 49.664510000000007
; 19689859; 49.978680000000004
; 19694861; 50.359230000000004
; 19699862; 50.41651
; 19704894; 50.35329
; 19709862; 50.08129
; 19714862; 49.95076
; 19719863; 49.87637
; 19724904; 49.80089
; 19729861; 49.830160000000006
; 19734863; 50.184860000000008
; 19739862; 50.121170000000006
; 19744868; 49.92007
; 19749862; 49.906540000000007
; 19754863; 49.926530000000007
; 19759879; 49.87346
; 19764871; 50.011190000000006
; 19769860; 49.919390000000007
; 19774863; 50.056650000000005
; 19779859; 50.20085
; 19784867; 50.094960000000007
; 19789860; 49.903540000000007
; 19794862; 50.075080000000007
; 19799862; 49.898900000000005
; 19804872; 49.598090000000006
; 19809859; 49.65901
; 19814863; 49.9063
; 19819863; 50.246150000000007
; 19824880; 50.610850000000006
; 19829860; 50.30232
; 19834907; 49.995400000000004
; 19839863; 49.958380000000005
; 19844860; 49.93276
; 19849867; 49.809180000000005
; 19854862; 49.971920000000004
; 19859861; 50.057880000000004
; 19864865; 50.028690000000005
; 19869862; 49.936910000000005
; 19874862; 49.944060000000007
; 19879862; 49.912900000000008
; 19884865; 50.095110000000005
; 19889859; 49.99412
; 19894857; 49.787180000000006
; 19899861; 50.021440000000005
; 19904867; 50.28654
; 19909860; 50.097280000000005
; 19914859; 50.00997
; 19919862; 50.002240000000008
; 19924874; 49.801710000000007
; 19929861; 49.662330000000004
; 19934859; 49.76458
; 19939859; 49.85197
; 19944865; 50.359790000000004
; 19949860; 50.55174
; 19954861; 50.135340000000006
; 19959880; 49.998230000000007
; 19964879; 50.072070000000004
; 19969863; 49.911220000000007
; 19974857; 49.85533
; 19979866; 49.901550000000007
; 19984875; 49.89408
; 19989862; 50.079820000000005
; 19994862; 50.054990000000004
; 19999863; 49.88407
; 20004877; 49.93719
; 20009863; 50.0769
; 20014862; 49.804480000000005
; 20019862; 49.80693
; 20024865; 50.1409
; 20029860; 50.278690000000005
; 20034870; 50.12221
; 20039863; 50.004430000000006
; 20044897; 49.85112
; 20049862; 49.87407
; 20054858; 49.775650000000006
; 20059863; 49.698060000000005
; 20064869; 49.83247
; 20069857; 50.350970000000004
; 20074861; 50.417510000000007
; 20079864; 50.233470000000004
; 20084862; 50.15308
; 20089861; 50.096610000000005
; 20094862; 49.912710000000004
; 20099855; 49.898920000000004
; 20104864; 49.769870000000004
; 20109857; 49.96437
; 20114862; 50.163100000000007
; 20119860; 50.00997
; 20124869; 49.828930000000007
; 20129880; 50.059580000000004
; 20134864; 49.997510000000005
; 20139863; 49.866460000000004
; 20144871; 49.834050000000005
; 20149860; 50.075050000000005
; 20154862; 50.188330000000008
; 20159860; 50.24215
; 20164899; 49.930960000000006
; 20169862; 49.883530000000007
; 20174864; 49.917620000000007
; 20179864; 49.770970000000005
; 20184875; 49.62389
; 20189861; 49.962770000000006
; 20194863; 50.182150000000007
; 20199863; 50.357150000000004
; 20204869; 50.234910000000006
; 20209859; 50.16512
; 20214861; 50.046600000000005
; 20219858; 50.06454
; 20224870; 49.808150000000005
; 20229860; 49.73689
; 20234865; 49.977320000000006
; 20239862; 50.198600000000006
; 20244874; 49.95555
; 20249858; 49.993570000000005
; 20254865; 49.95951
; 20259861; 49.922430000000006
; 20264865; 49.88889
; 20269863; 49.899690000000007
; 20274864; 50.00377
; 20279861; 50.347130000000007
; 20284866; 50.21332
; 20289859; 49.89265
; 20294860; 49.917370000000005
; 20299861; 49.96363
; 20304867; 49.715740000000004
; 20309862; 49.773680000000006
; 20314862; 49.8635
; 20319858; 50.063240000000008
; 20324868; 50.35354
; 20329860; 50.361590000000007
; 20334870; 50.177450000000007
; 20339854; 50.182730000000006
; 20344871; 49.989090000000004
; 20349863; 49.6516
; 20354862; 49.731
; 20359864; 50.06311
; 20364872; 50.16266
; 20369860; 50.078750000000007
; 20374863; 49.95754
; 20379864; 49.779550000000008
; 20384881; 49.92609
; 20389858; 49.993410000000004
; 20394863; 49.83478
; 20399863; 50.003560000000007
; 20404866; 50.270280000000007
; 20409858; 50.08767
; 20414862; 50.00276
; 20419862; 50.054260000000006
; 20424867; 49.923600000000008
; 20429859; 49.756380000000007
; 20434863; 49.75558
; 20439861; 49.70226
; 20444866; 50.04386
; 20449860; 50.45584
; 20454861; 50.333790000000008
; 20459859; 50.17922
; 20464866; 50.20573
; 20469860; 49.88029
; 20474863; 49.776190000000007
; 20479863; 49.855470000000004
; 20484863; 49.994110000000006
; 20489857; 50.156090000000006
; 20494856; 50.17392
; 20499861; 49.84349
; 20504863; 49.824560000000005
; 20509860; 49.98801
; 20514857; 49.95768
; 20519862; 49.8106
; 20524865; 50.06566
; 20529862; 50.16949
; 20534864; 50.178960000000004
; 20539858; 50.087180000000004
; 20544866; 49.97999
; 20549877; 49.84926
; 20554856; 49.865330000000007
; 20559862; 49.642010000000006
; 20564869; 49.707400000000007
; 20569860; 50.07334
; 20574856; 50.443560000000005
; 20579861; 50.292680000000004
; 20584875; 50.266900000000007
; 20589860; 50.07793
; 20594863; 49.889390000000006
; 20599861; 49.807620000000007
; 20604873; 49.790850000000006
; 20609859; 49.896550000000005
; 20614861; 50.32368
; 20619867; 50.137440000000005
; 20624869; 49.827580000000005
; 20629860; 49.80991
; 20634864; 49.959840000000007
; 20639862; 49.90861
; 20644867; 49.97699
; 20649880; 49.962680000000006
; 20654862; 50.110780000000005
; 20659865; 50.22731
; 20664865; 50.120830000000005
; 20669860; 49.956250000000004
; 20674863; 50.0504
; 20679863; 49.82095
; 20684866; 49.546710000000004
; 20689862; 49.65986
; 20694864; 50.10119
; 20699860; 50.438050000000004
; 20704865; 50.484770000000005
; 20709861; 50.185930000000006
; 20714863; 49.96851
; 20719862; 49.94942
; 20724865; 49.913880000000006
; 20729860; 49.751000000000005
; 20734880; 50.004590000000007
; 20739863; 50.22787
; 20744867; 50.005050000000004
; 20749862; 49.84526
; 20754880; 49.900110000000005
; 20759860; 49.927150000000005
; 20764868; 50.008340000000004
; 20769861; 49.893150000000006
; 20774861; 49.824850000000005
; 20779860; 50.139810000000004
; 20784870; 50.31774
; 20789865; 50.04612
; 20794861; 50.011550000000007
; 20799893; 50.01505
; 20804869; 49.675380000000004
; 20809861; 49.555380000000007
; 20814862; 49.794030000000006
; 20819863; 50.082040000000006
; 20824868; 50.505300000000005
; 20829860; 50.409540000000007
; 20834861; 49.979820000000004
; 20839861; 50.028270000000006
; 20844866; 50.089560000000006
; 20849861; 49.87339
; 20854863; 49.78264
; 20859887; 49.9958
; 20864863; 50.081280000000007
; 20869862; 50.08216
; 20874862; 49.983190000000008
; 20879861; 49.87857
; 20884867; 49.922000000000004
; 20889860; 50.00039
; 20894861; 49.766470000000005
; 20899862; 49.937830000000005
; 20904861; 50.30608
; 20909860; 50.26474
; 20914862; 50.01507
; 20919861; 50.06788
; 20924864; 49.906890000000004
; 20929861; 49.741290000000006
; 20934863; 49.62821
; 20939863; 49.72491
; 20944861; 50.028420000000004
; 20949862; 50.524220000000007
; 20954861; 50.31228
; 20959864; 50.09163
; 20964874; 50.12257
; 20969862; 50.015980000000006
; 20974861; 49.79301
; 20979862; 49.894130000000004
; 20984874; 49.876560000000005
; 20989860; 50.056400000000004
; 20994862; 50.08487
; 20999881; 49.95846
; 21004871; 49.843540000000004
; 21009859; 50.042440000000006
; 21014862; 49.8915
; 21019864; 49.80523
; 21024868; 49.977770000000007
; 21029860; 50.245140000000006
; 21034858; 50.161880000000004
; 21039862; 50.16718
; 21044867; 49.975400000000008
; 21049859; 49.889750000000006
; 21054859; 49.77969
; 21059862; 49.68941
; 21064870; 49.713840000000005
; 21069861; 50.153690000000005
; 21074857; 50.37136
; 21079863; 50.289880000000004
; 21084867; 50.133010000000006
; 21089857; 50.14018
; 21094862; 49.989920000000005
; 21099861; 50.01859
; 21104861; 49.85777
; 21109858; 49.800540000000005
; 21114861; 50.019700000000007
; 21119861; 50.146750000000004
; 21124870; 49.92291
; 21129860; 49.967580000000005
; 21134864; 49.942870000000006
; 21139862; 49.8295
; 21144876; 49.85457
; 21149859; 50.04428
; 21154862; 50.167080000000006
; 21159862; 50.31539
; 21164867; 50.10011
; 21169857; 49.8194
; 21174862; 49.85479
; 21179904; 49.89683
; 21184869; 49.669410000000006
; 21189860; 49.78253
; 21194880; 49.959010000000006
; 21199861; 50.24336
; 21204866; 50.37516
; 21209858; 50.29104
; 21214861; 50.095780000000005
; 21219862; 50.05713
; 21224870; 49.96479
; 21229863; 49.697430000000004
; 21234863; 49.790510000000005
; 21239856; 50.11791
; 21244869; 50.117900000000006
; 21249861; 49.9782
; 21254862; 49.93225
; 21259862; 49.837320000000005
; 21264866; 49.95801
; 21269859; 49.986590000000007
; 21274864; 49.916100000000007
; 21279862; 50.15901
; 21284865; 50.335980000000006
; 21289862; 49.998520000000006
; 21294862; 49.91105
; 21299866; 49.99985
; 21304866; 49.89157
; 21309861; 49.688500000000005
; 21314862; 49.77685
; 21319864; 49.812020000000004
; 21324865; 50.2824
; 21329861; 50.469550000000005
; 21334863; 50.22449
; 21339864; 50.095340000000007
; 21344865; 50.15843
; 21349863; 49.853970000000004
; 21354862; 49.74779
; 21359863; 49.86184
; 21364867; 50.060210000000005
; 21369862; 50.065790000000007
; 21374857; 50.002320000000005
; 21379863; 49.79724
; 21384957; 49.92036
; 21389860; 50.049820000000004
; 21394864; 49.908330000000007
; 21399861; 49.820530000000005
; 21404877; 50.260320000000007
; 21409861; 50.237460000000006
; 21414860; 50.019630000000006
; 21419862; 49.916230000000006
; 21424869; 49.965700000000005
; 21429861; 49.85005
; 21434863; 49.826240000000006
; 21439862; 49.6747
; 21444867; 49.8136
; 21449859; 50.27926
; 21454863; 50.463960000000007
; 21459857; 50.218190000000007
; 21464865; 50.307390000000005
; 21469858; 50.084360000000004
; 21474915; 49.788070000000005
; 21479860; 49.736670000000004
; 21484866; 49.871680000000005
; 21489862; 50.0414
; 21494860; 50.25856
; 21499863; 49.944390000000006
; 21504860; 49.775180000000006
; 21509861; 49.943580000000004
; 21514856; 50.05261
; 21519862; 49.873360000000005
; 21524866; 49.986860000000007
; 21529859; 50.11269
; 21534858; 50.134240000000005
; 21539862; 50.06591
; 21544865; 50.023270000000004
; 21549866; 49.98449
; 21554862; 49.99716
; 21559856; 49.69834
; 21564866; 49.56445
; 21569859; 49.77566
; 21574862; 50.29887
; 21579862; 50.40173
; 21584867; 50.373120000000007
; 21589862; 50.23796
; 21594863; 49.952400000000004
; 21599860; 49.805000000000007
; 21604889; 49.832710000000006
; 21609860; 49.83742
; 21614863; 50.12057
; 21619862; 50.172090000000004
; 21624869; 49.81761
; 21629860; 49.82345
; 21634862; 50.033300000000004
; 21639861; 50.015940000000008
; 21644864; 49.981530000000006
; 21649860; 49.916750000000008
; 21654857; 49.93079
; 21659861; 50.173970000000004
; 21664865; 50.223940000000006
; 21669860; 50.02134
; 21674864; 50.003240000000005
; 21679860; 49.93995
; 21684866; 49.58458
; 21689881; 49.677110000000006
; 21694918; 49.93379
; 21699864; 50.2227
; 21704861; 50.47449
; 21709860; 50.371370000000006
; 21714862; 50.06833
; 21719863; 50.01684
; 21724866; 49.950900000000004
; 21729859; 49.77602
; 21734862; 49.81492
; 21739862; 50.101020000000005
; 21744865; 50.092200000000005
; 21749859; 49.973400000000005
; 21754912; 49.929140000000004
; 21759864; 49.89231
; 21764867; 49.960670000000007
; 21769859; 50.031470000000006
; 21774864; 49.782920000000004
; 21779863; 49.955020000000005
; 21784871; 50.242920000000005
; 21789861; 50.19151
; 21794864; 50.0007
; 21799864; 50.07236
; 21804906; 49.824070000000006
; 21809859; 49.62216
; 21814863; 49.680020000000006
; 21819859; 49.830340000000007
; 21824861; 50.206350000000008
; 21829862; 50.61778
; 21834856; 50.266220000000004
; 21839864; 50.07193
; 21844867; 50.077830000000006
; 21849869; 49.955870000000004
; 21854861; 49.74665
; 21859863; 49.89605
; 21864864; 49.97178
; 21869859; 50.147130000000004
; 21874863; 50.05232
; 21879862; 49.905550000000005
; 21884863; 49.866460000000004
; 21889861; 50.14318
; 21894863; 49.927980000000005
; 21899862; 49.755120000000005
; 21904875; 49.95506
; 21909862; 50.252010000000006
; 21914857; 50.162360000000007
; 21919862; 50.141470000000005
; 21924860; 49.96421
; 21929861; 49.814260000000004
; 21934861; 49.66727
; 21939862; 49.702490000000004
; 21944863; 49.820570000000004
; 21949860; 50.38915
; 21954880; 50.478030000000004
; 21959862; 50.150160000000007
; 21964868; 50.034330000000004
; 21969861; 50.121150000000007
; 21974862; 49.93724
; 21979861; 49.88318
; 21984868; 49.759240000000005
; 21989857; 49.88145
; 21994857; 50.164310000000008
; 21999862; 50.150740000000006
; 22004872; 49.862510000000007
; 22009860; 49.963510000000007
; 22014870; 49.972910000000006
; 22019886; 49.8014
; 22024871; 49.786800000000007
; 22029860; 50.102030000000006
; 22034862; 50.2295
; 22039858; 50.26742
; 22044869; 50.026460000000007
; 22049858; 49.849000000000004
; 22054875; 49.885340000000006
; 22059859; 49.80722
; 22064870; 49.625150000000005
; 22069863; 49.9215
; 22074863; 50.270640000000007
; 22079861; 50.377260000000007
; 22084865; 50.229530000000004
; 22089862; 50.177710000000005
; 22094858; 50.078140000000005
; 22099862; 50.00457
; 22104876; 49.845530000000004
; 22109858; 49.65545
; 22114864; 49.94044
; 22119863; 50.283130000000007
; 22124878; 50.076640000000005
; 22129859; 49.928630000000005
; 22134856; 49.95783
; 22139861; 49.852630000000005
; 22144869; 49.864140000000006
; 22149860; 49.90167
; 22154862; 50.012580000000007
; 22159862; 50.243730000000006
; 22164875; 50.245160000000006
; 22169857; 49.90677
; 22174862; 49.927850000000007
; 22179862; 49.977540000000005
; 22184866; 49.722100000000005
; 22189859; 49.638000000000005
; 22194863; 49.910460000000008
; 22199863; 50.119270000000007
; 22204872; 50.396620000000006
; 22209865; 50.313570000000006
; 22214857; 50.10056
; 22219860; 50.05411
; 22224872; 50.082420000000006
; 22229859; 49.774570000000004
; 22234864; 49.74974
; 22239864; 50.002300000000005
; 22244880; 50.161260000000006
; 22249863; 50.028920000000006
; 22254878; 50.046560000000007
; 22259860; 49.837590000000006
; 22264869; 49.88857
; 22269858; 49.927600000000005
; 22274863; 49.893890000000006
; 22279862; 50.023230000000005
; 22284866; 50.373200000000004
; 22289861; 50.13349
; 22294864; 49.912760000000006
; 22299861; 49.94095
; 22304865; 49.937650000000005
; 22309860; 49.746
; 22314862; 49.837900000000005
; 22319859; 49.79865
; 22324866; 50.052940000000007
; 22329867; 50.392280000000007
; 22334861; 50.342690000000005
; 22339863; 50.121460000000006
; 22344864; 50.18377
; 22349865; 49.911550000000005
; 22354863; 49.74869
; 22359862; 49.79527
; 22364874; 49.999190000000006
; 22369860; 50.11404
; 22374864; 50.18755
; 22379859; 49.917370000000005
; 22384867; 49.77344
; 22389859; 49.871390000000005
; 22394860; 49.96535
; 22399864; 49.87375
; 22404875; 50.132130000000004
; 22409860; 50.198170000000005
; 22414866; 50.06257
; 22419862; 49.975120000000004
; 22424875; 50.025180000000006
; 22429859; 49.93766
; 22434857; 49.925160000000005
; 22439861; 49.70593
; 22444875; 49.634820000000005
; 22449859; 49.975910000000006
; 22454861; 50.482090000000007
; 22459863; 50.3701
; 22464868; 50.25719
; 22469859; 50.075910000000007
; 22474862; 49.83787
; 22479860; 49.864410000000007
; 22484861; 49.93325
; 22489861; 49.90836
; 22494862; 50.1775
; 22499855; 50.09555
; 22504872; 49.792260000000006
; 22509863; 49.85678
; 22514863; 50.043600000000005
; 22519856; 49.964070000000007
; 22524867; 49.935010000000005
; 22529858; 49.996080000000006
; 22534858; 50.08453
; 22539863; 50.18863
; 22544874; 50.09288
; 22549859; 49.90973
; 22554861; 49.953390000000006
; 22559861; 49.908150000000006
; 22564933; 49.625510000000006
; 22569862; 49.674730000000004
; 22574857; 50.042890000000007
; 22579861; 50.373390000000008
; 22584861; 50.388630000000006
; 22589860; 50.212430000000005
; 22594861; 49.960110000000007
; 22599882; 49.94583
; 22604872; 49.95747
; 22609860; 49.814550000000004
; 22614861; 49.91098
; 22619861; 50.213820000000005
; 22624864; 49.998360000000005
; 22629859; 49.841260000000005
; 22634863; 49.892260000000007
; 22639856; 49.96007
; 22644866; 49.98125
; 22649858; 49.97393
; 22654859; 49.87232
; 22659862; 50.14936
; 22664872; 50.288520000000005
; 22669861; 50.041940000000004
; 22674864; 49.922380000000004
; 22679860; 50.098980000000005
; 22684869; 49.82504
; 22689860; 49.626940000000005
; 22694857; 49.696340000000006
; 22699861; 49.94713
; 22704868; 50.38521
; 22709858; 50.533420000000007
; 22714863; 50.125560000000007
; 22719860; 50.028720000000007
; 22724866; 50.02779
; 22729864; 49.886910000000007
; 22734862; 49.76771
; 22739888; 50.03417
; 22744873; 50.07672
; 22749863; 49.99437
; 22754863; 49.869780000000006
; 22759863; 49.901680000000006
; 22764867; 49.993030000000005
; 22769859; 50.1274
; 22774862; 49.80051
; 22779861; 49.780170000000005
; 22784870; 50.140420000000006
; 22789858; 50.290960000000005
; 22794861; 50.043420000000005
; 22799860; 50.090120000000006
; 22804871; 49.95519
; 22809862; 49.752730000000007
; 22814855; 49.62129
; 22819864; 49.77009
; 22824880; 49.950280000000006
; 22829861; 50.471560000000004
; 22834861; 50.32616
; 22839862; 50.070190000000004
; 22844880; 50.118680000000005
; 22849858; 50.115700000000004
; 22854862; 49.85858
; 22859861; 49.90341
; 22864873; 49.897920000000006
; 22869859; 50.02322
; 22874861; 50.07831
; 22879862; 49.978260000000006
; 22884872; 49.843720000000005
; 22889858; 50.06551
; 22894863; 49.97348
; 22899863; 49.763310000000004
; 22904867; 49.89258
; 22909858; 50.23964
; 22914862; 50.22068
; 22919861; 50.184900000000006
; 22924869; 50.01962
; 22929859; 49.86086
; 22934860; 49.785280000000007
; 22939856; 49.713820000000005
; 22944873; 49.68901
; 22949874; 50.015530000000005
; 22954860; 50.33064
; 22959862; 50.2837
; 22964865; 50.193320000000007
; 22969861; 50.218540000000004
; 22974861; 49.992670000000004
; 22979867; 49.889900000000004
; 22984871; 49.809470000000005
; 22989859; 49.775020000000005
; 22994862; 50.050140000000006
; 22999859; 50.196500000000007
; 23004874; 49.9292
; 23009860; 49.889210000000006
; 23014861; 49.993100000000005
; 23019862; 49.915400000000005
; 23024891; 49.861320000000006
; 23029862; 49.927440000000004
; 23034858; 50.058080000000004
; 23039861; 50.25289
; 23044866; 50.250380000000007
; 23049861; 49.96495
; 23054861; 49.907050000000005
; 23059861; 49.848980000000005
; 23064865; 49.62557
; 23069864; 49.737100000000005
; 23074856; 50.010040000000004
; 23079863; 50.25495
; 23084863; 50.38956
; 23089859; 50.27519
; 23094859; 50.13347
; 23099859; 50.073940000000007
; 23104870; 50.043940000000006
; 23109867; 49.701670000000007
; 23114864; 49.74658
; 23119864; 50.064380000000007
; 23124868; 50.164680000000004
; 23129863; 49.968190000000007
; 23134859; 49.96318
; 23139863; 49.8449
; 23144860; 49.938590000000005
; 23149869; 49.92235
; 23154862; 49.87147
; 23159861; 50.101110000000006
; 23164870; 50.405530000000006
; 23169860; 50.081350000000008
; 23174864; 49.870430000000006
; 23179861; 49.902300000000004
; 23184865; 49.862500000000004
; 23189860; 49.6625
; 23194859; 49.83111
; 23199861; 49.853460000000005
; 23204865; 50.253980000000006
; 23209859; 50.422680000000007
; 23214859; 50.25061
; 23219861; 50.103680000000004
; 23224874; 50.21195
; 23229863; 49.88497
; 23234859; 49.659110000000005
; 23239900; 49.77931
; 23244870; 50.146910000000005
; 23249861; 50.19227
; 23254861; 50.09877
; 23259862; 49.79834
; 23264870; 49.80754
; 23269859; 49.974880000000006
; 23274863; 49.97444
; 23279859; 49.86005
; 23284870; 50.23933
; 23289859; 50.237010000000005
; 23294861; 50.016610000000007
; 23299863; 49.947820000000007
; 23304864; 50.052490000000006
; 23309859; 49.87545
; 23314863; 49.741130000000005
; 23319858; 49.629580000000004
; 23324868; 49.805550000000004
; 23329862; 50.320460000000004
; 23334863; 50.541380000000004
; 23339862; 50.206120000000006
; 23344865; 50.212370000000007
; 23349861; 50.083490000000005
; 23354860; 49.80892
; 23359863; 49.738960000000006
; 23364874; 49.873720000000006
; 23369860; 50.02622
; 23374857; 50.22126
; 23379862; 49.972170000000006
; 23384877; 49.75762
; 23389860; 49.909850000000006
; 23394861; 50.038340000000005
; 23399858; 49.846230000000006
; 23404867; 49.950790000000005
; 23409860; 50.173700000000004
; 23414858; 50.17027
; 23419861; 50.06054
